"climbRate","Sgz","p","q","curRoll","absRoll","diffClb","diffRollRate","diffDiffClb","SaTime1","SaTime2","SaTime3","SaTime4","diffSaTime1","diffSaTime2","diffSaTime3","Sa","Goal"
244,4,-0.28,0.08,0.4,-8,1,-0.007,-0.6,-6e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,-6e-04,0.02
-96,10,-0.17,0.1,-0.8,-9,-9,0.004,0,-4e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-165,-1,0.16,0.03,-0.8,-9,-1,0.008,0,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,-4e-04,0.019
-211,-8,0.19,0.05,-0.4,-8,-4,-0.001,-0.2,-6e-04,-6e-04,-6e-04,-5e-04,0,0,-1e-04,-5e-04,0.018
-194,-21,-0.11,-0.02,-0.3,-8,2,-0.003,0.3,-5e-04,-5e-04,-5e-04,-6e-04,0,0,0,-6e-04,0.017
-112,-26,-0.02,-0.03,-0.4,-8,5,0.006,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.016
31,-27,0.08,-0.07,-0.4,-8,11,0.006,-0.7,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.017
334,-16,-0.05,-0.06,-0.2,-8,8,-0.006,0,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.018
398,-4,-0.14,0,-0.4,-8,2,-0.006,0.4,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.019
326,12,-0.24,0.07,-0.8,-9,-6,-0.004,-0.3,-6e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,-6e-04,0.02
-247,17,0.13,0.11,-1.2,-9,-9,0.005,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.019
-313,12,0.18,0.04,-1,-9,0,0.004,0.5,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-468,-23,0.1,0.07,0.5,-8,-6,-0.012,-0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.016
286,-42,-0.43,-0.07,-1.8,-10,9,0.006,0.5,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.019
343,-39,-0.39,0.02,-2.1,-10,9,0.008,-0.6,-5e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,-5e-04,0.018
343,-22,-0.04,0.05,-2.6,-11,-2,0.013,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
-250,-10,0.39,0.11,0.1,-8,-11,-0.005,-0.1,-6e-04,-6e-04,-6e-04,-5e-04,-2e-04,0,-1e-04,-5e-04,0.019
-437,-48,-0.24,0.01,0.6,-7,1,-0.011,-0.1,-6e-04,-7e-04,-7e-04,-7e-04,1e-04,0,0,-7e-04,0.015
-173,-46,-0.11,0.12,-0.2,-8,-11,-0.004,0,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.018
-201,-56,-0.15,-0.01,-0.6,-8,3,-0.002,0.3,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.017
-183,-58,-0.15,-0.07,-0.7,-9,3,-0.001,0.4,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.015
655,-35,0.35,-0.08,0,-8,11,0.005,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.017
719,-28,0.38,0,0.3,-8,10,0.004,-0.8,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
716,-13,0.41,0.14,0.7,-7,-12,0.001,-1.7,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.021
-99,15,-0.04,0.19,1.9,-6,-20,-0.015,0,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.018
-264,12,-0.15,-0.12,1.8,-6,-8,-0.009,4.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.016
-97,6,-0.28,-0.1,1.4,-7,14,-0.007,-0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
102,6,-0.3,-0.07,0.9,-7,9,0.001,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.019
-155,4,0.35,0.04,0.4,-8,-3,0.003,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
-372,-18,0.02,0.06,1.6,-6,-6,-0.01,0,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.018
-392,-21,-0.02,0.06,1.6,-6,-6,-0.01,0,-7e-04,-6e-04,-6e-04,-6e-04,-2e-04,0,0,-6e-04,0.019
-443,-29,-0.23,0.12,1.4,-7,-12,-0.021,-1.1,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.018
-517,-44,-0.55,0.04,0.7,-7,-3,-0.016,-0.4,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.017
-477,-57,-0.73,-0.01,-0.4,-8,5,-0.01,-0.6,-7e-04,-8e-04,-8e-04,-8e-04,1e-04,0,0,-8e-04,0.016
-403,-65,-0.75,-0.15,-1.1,-9,14,0.004,1.9,-5e-04,-5e-04,-5e-04,-6e-04,0,0,0,-6e-04,0.017
-371,-66,-0.73,-0.13,-1.3,-9,16,0.007,0.7,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.016
-338,-67,-0.72,-0.1,-1.4,-9,16,0.007,-0.3,-4e-04,-5e-04,-5e-04,-5e-04,1e-04,0,0,-5e-04,0.017
192,-75,0.58,-0.04,-1.9,-10,7,0.015,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,-3e-04,0.018
270,-52,0.26,0.08,0.7,-7,-2,-0.003,-1.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
255,-50,0.25,0.06,0.8,-7,-6,-0.003,-0.6,-7e-04,-6e-04,-6e-04,-5e-04,-2e-04,0,-2e-04,-5e-04,0.019
90,-39,-0.76,0.06,-0.2,-8,-5,-0.023,0,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.018
81,-39,-0.8,0.07,-0.4,-8,-5,-0.022,0,-8e-04,-0.001,-0.001,-0.001,2e-04,0,0,-0.001,0.019
51,-38,-0.84,0.09,-1,-9,-4,0.003,-0.5,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,-6e-04,0.017
179,-33,-0.27,-0.02,-2.8,-11,6,0.019,-0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.018
223,-27,0.11,0.03,-3,-11,1,0.02,0.4,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.021
-90,-22,0.33,0.26,-2.2,-10,-21,-0.014,-1.6,-9e-04,-8e-04,-8e-04,-8e-04,-2e-04,0,0,-8e-04,0.021
-452,-32,-0.02,0.16,-1.9,-10,-16,-0.016,0.2,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.018
-535,-59,-0.16,0.02,-2.3,-10,2,0.002,0,-5e-04,-6e-04,-6e-04,-6e-04,0,0,1e-04,-6e-04,0.016
316,-75,0.38,-0.12,-1.7,-10,16,0.009,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.017
495,-56,0.52,-0.01,-0.5,-8,3,0.003,-0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
495,-34,0.22,0.04,0.7,-7,-3,-0.017,-0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.02
269,-15,-0.38,0.11,0.5,-8,-11,-0.021,0,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.019
211,-13,-0.49,0.1,0.2,-8,-10,-0.015,0.1,-5e-04,-6e-04,-6e-04,-8e-04,1e-04,0,2e-04,-8e-04,0.017
424,14,0.21,-0.03,-0.8,-9,5,0.012,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.021
-409,15,-0.04,0.06,0.9,-7,-4,-0.02,-0.8,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.015
56,2,-0.49,-0.17,0.1,-8,21,-0.012,-0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.017
271,8,-0.53,-0.09,-1.1,-9,11,0.009,1.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.016
414,16,-0.34,-0.08,-1.7,-10,12,0.016,0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.017
559,53,0.36,0.08,-1.6,-9,-11,0.013,1,-4e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,-3e-04,0.021
-264,68,0.34,0.21,0.7,-7,-23,-0.016,-0.3,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.022
-308,67,0.31,0.2,0.8,-7,-23,-0.016,0.2,-8e-04,-7e-04,-7e-04,-7e-04,-2e-04,0,0,-7e-04,0.02
-523,44,-0.2,-0.01,0.9,-7,3,-0.015,-0.6,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.018
-493,26,-0.31,0.02,0.3,-8,1,-0.004,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.016
-177,7,-0.31,-0.1,-0.7,-9,13,0.002,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.014
-125,6,-0.31,-0.1,-0.9,-9,13,0.002,-0.1,-4e-04,-4e-04,-4e-04,-5e-04,1e-04,0,1e-04,-5e-04,0.015
185,7,-0.08,-0.14,-1.2,-9,16,0.013,0.5,-4e-04,-3e-04,-3e-04,-3e-04,-1e-04,0,0,-3e-04,0.02
89,17,0.1,0.13,-1.1,-9,-12,0.004,-0.3,-5e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,-5e-04,0.019
-105,16,0.15,0.07,-0.7,-9,-6,0.001,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-146,14,0.19,0.05,-0.5,-8,-4,0.005,0.2,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
-189,-18,-0.23,0.01,-0.8,-9,2,0.003,0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
-132,-22,-0.07,-0.02,-1,-9,5,0.012,-0.3,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.016
277,-18,0.39,-0.08,-0.3,-8,10,0.008,-0.1,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.02
-568,-49,-0.55,-0.02,0.5,-8,1,0.004,0.4,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.016
-452,-65,-0.39,-0.16,-0.5,-8,15,0.011,1.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.017
157,-80,0.31,-0.2,-0.7,-9,30,0.016,-1.9,-2e-04,-2e-04,-2e-04,-2e-04,0,0,0,-2e-04,0.015
717,-56,0.51,-0.13,0.7,-7,15,0.002,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,-4e-04,0.018
868,-40,0.48,0.06,1.3,-7,6,-0.006,-2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.02
-386,-42,-0.77,-0.03,-0.4,-8,5,-0.003,0,-5e-04,-6e-04,-6e-04,-7e-04,1e-04,0,1e-04,-7e-04,0.017
-132,-60,0.05,-0.05,-2,-10,9,0.027,-0.2,-1e-04,-1e-04,-1e-04,-1e-04,0,0,0,-1e-04,0.016
-95,-60,0.16,-0.05,-2,-10,9,0.027,-0.2,-2e-04,-2e-04,-2e-04,-1e-04,-1e-04,0,-1e-04,-1e-04,0.017
58,-60,0.47,0,-1.3,-9,3,0.006,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
71,-55,0.21,0.03,0.5,-8,-2,-0.009,-0.1,-5e-04,-5e-04,-5e-04,-6e-04,0,0,1e-04,-6e-04,0.017
83,-53,0.21,-0.01,0.7,-7,3,0.002,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
94,-53,0.22,0,0.8,-7,2,0.001,-0.3,-7e-04,-5e-04,-5e-04,-4e-04,-3e-04,0,-2e-04,-4e-04,0.018
-31,-53,-0.43,0.01,-1.2,-9,2,0.008,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
37,-53,-0.19,-0.02,-1.7,-10,6,0.019,-0.2,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.016
222,-50,0.18,-0.07,-1.7,-10,12,0.019,-0.5,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.017
406,-28,0.52,0,-0.2,-8,2,0.002,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.021
-22,-14,0.36,0.22,1.5,-7,-24,-0.019,-0.6,-7e-04,-7e-04,-7e-04,-7e-04,0,0,-2e-04,-7e-04,0.022
-252,-16,0.13,0.23,1.7,-6,-25,-0.025,-0.3,-9e-04,-8e-04,-8e-04,-8e-04,-2e-04,0,0,-8e-04,0.016
-427,-30,-0.42,-0.02,1.4,-7,11,-0.022,-1.8,-8e-04,-8e-04,-8e-04,-8e-04,0,0,0,-8e-04,0.017
-247,-45,-0.47,-0.06,0.1,-8,8,0.005,0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.016
-11,-51,-0.22,-0.07,-0.8,-9,10,0.011,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.017
139,-47,0.14,-0.02,-1,-9,4,0.013,-0.2,-4e-04,-3e-04,-3e-04,-3e-04,-2e-04,0,0,-3e-04,0.018
213,-3,0,0.03,0.2,-8,-1,-0.005,-0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.02
-66,-8,-0.06,0.02,-0.7,-9,1,0.002,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
-7,-10,0.14,0.01,-0.5,-8,2,0.006,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
-77,-14,-0.23,0.04,-0.8,-9,-2,-0.004,0,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,1e-04,-6e-04,0.017
-59,-11,-0.34,0.02,0.2,-8,-4,-0.006,0.4,-5e-04,-5e-04,-5e-04,-6e-04,0,0,1e-04,-6e-04,0.017
82,-11,0.2,0.01,-0.6,-8,2,0.008,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,-1e-04,0,0,-4e-04,0.019
-242,-15,0.02,0.09,0.3,-8,-8,-0.006,0,-5e-04,-5e-04,-5e-04,-6e-04,0,0,0,-6e-04,0.018
-342,-25,0.08,0.06,0.4,-8,-5,0.005,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.017
-332,-38,0.18,-0.01,0.7,-7,2,0.004,0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
-344,-49,0.03,0.03,1,-7,-3,-0.013,0.2,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.016
-263,-57,-0.13,-0.06,0.9,-7,13,-0.008,-1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.017
-221,-59,-0.16,-0.08,0.8,-7,10,-0.008,-0.6,-5e-04,-5e-04,-5e-04,-6e-04,1e-04,0,0,-6e-04,0.016
-38,-64,-0.09,-0.06,0.5,-7,8,0.004,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.015
425,-48,0.14,-0.06,0.6,-7,8,0.005,0,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
366,-32,-0.03,0.09,0.8,-7,-9,-0.013,0.4,-7e-04,-7e-04,-7e-04,-7e-04,0,0,0,-7e-04,0.02
161,-24,-0.18,0.14,0.7,-7,-16,-0.009,0.5,-6e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,-6e-04,0.021
-166,-24,-0.23,0.17,0.3,-8,-20,0.004,0.5,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
202,-45,-0.07,0.03,-0.3,-8,-2,-0.003,-0.2,-5e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.017
236,-33,0.1,0.01,-0.3,-8,1,0.005,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
133,18,-0.2,0.04,0.3,-8,-3,-0.004,0,-5e-04,-6e-04,-6e-04,-6e-04,1e-04,0,0,-6e-04,0.017
170,36,0.14,0.02,0.1,-8,1,0.004,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
-52,48,-0.39,0.05,-0.9,-9,-4,-0.002,0.1,-5e-04,-6e-04,-6e-04,-6e-04,0,0,1e-04,-6e-04,0.016
24,46,-0.21,-0.03,-1.4,-9,8,0.012,-0.8,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
-235,46,0.34,0.17,-1,-9,-19,0.007,1.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
-489,8,0.2,0.04,1.1,-7,-4,-0.011,0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.017
-261,-37,-0.3,-0.03,0.5,-8,5,-0.004,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.015
-231,-39,-0.31,-0.17,0.3,-8,6,-0.002,1,-4e-04,-4e-04,-4e-04,-5e-04,0,0,1e-04,-5e-04,0.014
228,-39,-0.11,-0.16,-0.3,-8,20,0.009,-0.2,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
294,-30,0.04,0.03,-0.4,-8,-5,0.007,1.6,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
-20,-18,0.07,0.08,0.1,-8,-7,0.001,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
38,-34,-0.19,-0.09,0.4,-8,10,-0.003,0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.016
295,-24,0.03,-0.05,0,-8,7,0.007,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.017
-27,0,0.07,0.09,0.8,-7,-9,-0.005,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
-187,-14,-0.22,0.04,0.3,-8,-3,-0.004,0,-5e-04,-5e-04,-5e-04,-6e-04,0,0,0,-6e-04,0.016
19,-20,0.02,-0.05,-0.2,-8,7,0.007,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
-41,-18,-0.12,0.04,-0.4,-8,-3,-0.003,0,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.017
118,-11,0.24,0.02,-0.5,-8,1,0.007,-0.1,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.018
-65,-8,-0.09,0.04,-0.1,-8,-2,0,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
355,13,0.06,-0.03,-0.4,-8,5,0.004,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
374,23,0.1,0.02,-0.3,-8,-3,0.002,0.5,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.019
-62,41,0.14,0.09,0.6,-7,-9,-0.002,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
338,2,0.07,-0.03,0.6,-7,5,0,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,-1e-04,0,0,-5e-04,0.018
144,26,-0.31,0.05,-0.8,-9,-3,0.003,-0.2,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.017
198,39,0.27,0.04,-0.8,-9,-2,0.006,-0.3,-4e-04,-4e-04,-4e-04,-4e-04,0,0,0,-4e-04,0.019
-544,21,-0.19,0.12,0.5,-7,-12,-0.012,0,-6e-04,-6e-04,-6e-04,-7e-04,0,0,1e-04,-7e-04,0.014
305,20,0.2,0.04,0.8,-7,-3,-0.002,-0.1,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.02
-138,26,-0.03,0.16,1.1,-7,-18,-0.009,0.1,-6e-04,-6e-04,-6e-04,-6e-04,0,0,0,-6e-04,0.018
284,-19,-0.29,-0.02,0.6,-7,3,-0.004,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.018
213,2,-0.2,0.04,-0.8,-9,-3,0.005,0,-5e-04,-5e-04,-5e-04,-5e-04,0,0,0,-5e-04,0.016
221,5,-0.11,-0.09,-0.9,-9,7,0.012,1.9,-3e-04,-3e-04,-3e-04,-3e-04,0,0,0,-3e-04,0.017
-349,-33,-0.59,-0.05,-0.1,-14,5,0.012,1.2,-0.002,-0.002,-0.002,-0.002,0,0,0,-0.002,0.058
-262,-40,-0.33,0.05,-0.8,-15,5,0.024,-0.1,-0.0012,-0.0013,-0.0013,-0.0015,1e-04,0,2e-04,-0.0015,0.057
-278,-27,-0.1,0.24,-0.7,-18,-5,0.006,-0.2,-0.0017,-0.0017,-0.0017,-0.0018,0,0,1e-04,-0.0018,0.044
-332,-33,0.05,0.23,-0.7,-18,-5,0.012,0,-0.0015,-0.0016,-0.0016,-0.0016,1e-04,0,0,-0.0016,0.041
-290,-45,0.32,0.15,-0.4,-17,5,0.012,-0.8,-0.0014,-0.0014,-0.0014,-0.0014,0,0,1e-04,-0.0014,0.045
-358,-54,0.38,0.25,0.5,-17,-12,-0.003,0.3,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,-0.0018,0.042
-442,-64,0.34,0.1,0.9,-16,2,-0.007,0.8,-0.002,-0.0019,-0.0019,-0.0019,-2e-04,0,0,-0.0019,0.041
-432,-74,0.13,0.1,1.3,-16,2,-0.019,0.3,-0.0022,-0.0022,-0.0022,-0.0022,0,0,0,-0.0022,0.035
422,-80,-0.45,-0.06,0.2,-17,18,-0.011,-0.2,-0.0021,-0.0021,-0.0021,-0.0021,0,0,0,-0.0021,0.034
561,-74,-0.48,-0.09,-0.3,-17,18,0.007,0.3,-0.0016,-0.0016,-0.0016,-0.0017,0,0,1e-04,-0.0017,0.037
675,-67,-0.42,0.04,-0.6,-17,20,0.009,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,-0.0016,0.038
780,-37,-0.14,0.19,-1.3,-18,-2,0.014,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.043
69,3,0.25,0.44,-0.9,-18,-23,0.005,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,-0.0016,0.041
-383,-7,0.23,0.32,0,-17,-17,-0.01,0.1,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,-0.0019,0.036
-514,-18,0.12,-0.06,0.3,-17,5,-0.008,2.7,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,-0.0018,0.032
10,-36,0.34,-0.05,0.9,-16,15,0.007,-0.2,-0.0014,-0.0013,-0.0013,-0.0013,-2e-04,0,0,-0.0013,0.033
435,-19,-0.17,0.04,1.5,-15,7,-0.021,-0.2,-0.002,-0.002,-0.002,-0.002,0,0,0,-0.002,0.035
478,-15,-0.28,0.11,1.4,-16,7,-0.02,-0.4,-0.0018,-0.002,-0.002,-0.002,2e-04,0,0,-0.002,0.035
491,-3,-0.33,0.14,0.9,-16,-3,0.002,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.037
401,13,-0.23,0.21,0.4,-17,-8,0.006,0.3,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.036
98,31,0.12,0.25,0.1,-17,-10,0.007,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.037
-338,24,-0.14,0.18,0.1,-17,-9,-0.008,1.2,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,-0.0017,0.033
-386,19,-0.17,0.06,0,-17,-5,-0.002,1.2,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,-0.0016,0.031
-9,5,0.11,0.01,-0.3,-17,14,0.009,-0.5,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.032
142,10,0.29,0.13,0.4,-17,2,0.005,-0.4,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.034
140,12,0.33,0.24,0.7,-16,-5,0.003,-1.3,-0.0016,-0.0013,-0.0013,-0.0013,-4e-04,0,0,-0.0013,0.034
-67,1,-0.19,0.12,-0.8,-18,5,0.016,-0.4,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.029
60,1,0.28,0.17,-0.7,-18,-6,0.016,0.2,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.034
43,2,0.36,0.24,-0.5,-17,-3,0.011,-0.1,-0.0013,-0.0011,-0.0011,-0.0011,-3e-04,0,0,-0.0011,0.032
-153,0,0.02,0.25,0.2,-17,-12,-0.021,-0.2,-0.0017,-0.0018,-0.0018,-0.0019,1e-04,0,1e-04,-0.0019,0.031
-260,-14,0.14,0.13,0.2,-17,0,0.011,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.029
-185,-23,0.36,0.09,0.8,-16,3,0.007,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,-0.0011,0.03
-172,-25,0.39,0.09,0.9,-16,3,0.007,0,-0.0014,-0.0013,-0.0013,-0.0011,-2e-04,0,-4e-04,-0.0011,0.029
34,-31,-0.18,0.08,1.4,-16,3,-0.008,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,-0.0014,0.028
103,-29,-0.24,0.09,1,-16,3,-0.002,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.031
-33,-25,-0.54,0.18,-0.2,-17,-7,-0.006,0.1,-0.0013,-0.0014,-0.0014,-0.0015,1e-04,0,1e-04,-0.0015,0.031
-96,-27,-0.5,0.28,-0.8,-18,-10,0.004,-1,-0.0013,-0.0014,-0.0014,-0.0014,1e-04,0,0,-0.0014,0.029
-180,-35,-0.15,0.18,-1.8,-19,-2,0.013,0,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,-0.0012,0.028
-135,-39,0.14,0.13,-1.9,-19,7,0.019,-0.5,-0.001,-0.001,-0.001,-0.001,0,0,0,-0.001,0.026
-50,-41,0.38,0.02,-1.6,-18,12,0.02,0.8,-9e-04,-9e-04,-9e-04,-9e-04,0,0,0,-9e-04,0.027
55,-41,0.49,0.12,-1.1,-18,7,-0.002,-0.9,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,-0.0013,0.03
-115,-41,0.16,0.23,0.1,-17,-10,-0.013,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.027
103,5,-0.23,0.25,-1.3,-22,2,0.018,0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.035
-83,8,0.51,0.33,-0.5,-21,-8,0.01,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,-0.0015,0.034
-142,6,0.56,0.24,-0.1,-21,-7,-0.001,0.9,-0.0018,-0.0018,-0.0018,-0.0017,0,0,-2e-04,-0.0017,0.035
